file name,mask name,mask number,class
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,320,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,5,1
Small_images_Masks\238-6_part_17.png,Small_images_Masks\238-6_part_17_seg.npy,215,0
Small_images_Masks\259-1_part_13.png,Small_images_Masks\259-1_part_13_seg.npy,77,1
Small_images_Masks\238-2_part_15.png,Small_images_Masks\238-2_part_15_seg.npy,160,0
Small_images_Masks\259-1_part_1.png,Small_images_Masks\259-1_part_1_seg.npy,93,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,368,1
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,485,1
Small_images_Masks\218-5_part_25.png,Small_images_Masks\218-5_part_25_seg.npy,416,1
Small_images_Masks\218-6_part_21.png,Small_images_Masks\218-6_part_21_seg.npy,343,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,728,0
Small_images_Masks\238-4_part_24.png,Small_images_Masks\238-4_part_24_seg.npy,195,1
Small_images_Masks\249-1_part_13.png,Small_images_Masks\249-1_part_13_seg.npy,163,0
Small_images_Masks\238-3_part_3.png,Small_images_Masks\238-3_part_3_seg.npy,21,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,150,0
Small_images_Masks\218-6_part_11.png,Small_images_Masks\218-6_part_11_seg.npy,613,0
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,783,0
Small_images_Masks\238-6_part_13.png,Small_images_Masks\238-6_part_13_seg.npy,129,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,82,1
Small_images_Masks\238-2_part_12.png,Small_images_Masks\238-2_part_12_seg.npy,203,0
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,210,1
Small_images_Masks\238-3_part_21.png,Small_images_Masks\238-3_part_21_seg.npy,130,0
Small_images_Masks\259-1_part_21.png,Small_images_Masks\259-1_part_21_seg.npy,59,0
Small_images_Masks\249-3_part_16.png,Small_images_Masks\249-3_part_16_seg.npy,211,0
Small_images_Masks\259-1_part_15.png,Small_images_Masks\259-1_part_15_seg.npy,302,0
Small_images_Masks\238-6_part_22.png,Small_images_Masks\238-6_part_22_seg.npy,99,0
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,38,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,219,0
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,325,1
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,404,0
Small_images_Masks\259-1_part_22.png,Small_images_Masks\259-1_part_22_seg.npy,46,0
Small_images_Masks\218-6_part_17.png,Small_images_Masks\218-6_part_17_seg.npy,85,1
Small_images_Masks\259-1_part_23.png,Small_images_Masks\259-1_part_23_seg.npy,79,0
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,596,1
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,242,1
Small_images_Masks\238-4_part_2.png,Small_images_Masks\238-4_part_2_seg.npy,47,1
Small_images_Masks\218-5_part_20.png,Small_images_Masks\218-5_part_20_seg.npy,360,1
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,349,0
Small_images_Masks\238-5_part_1.png,Small_images_Masks\238-5_part_1_seg.npy,8,0
Small_images_Masks\238-1_part_23.png,Small_images_Masks\238-1_part_23_seg.npy,125,0
Small_images_Masks\218-5_part_14.png,Small_images_Masks\218-5_part_14_seg.npy,204,1
Small_images_Masks\259-1_part_24.png,Small_images_Masks\259-1_part_24_seg.npy,391,0
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,101,1
Small_images_Masks\259-1_part_11.png,Small_images_Masks\259-1_part_11_seg.npy,165,0
Small_images_Masks\238-3_part_12.png,Small_images_Masks\238-3_part_12_seg.npy,112,0
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,236,0
Small_images_Masks\238-3_part_4.png,Small_images_Masks\238-3_part_4_seg.npy,492,0
Small_images_Masks\238-1_part_1.png,Small_images_Masks\238-1_part_1_seg.npy,79,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,449,1
Small_images_Masks\218-6_part_23.png,Small_images_Masks\218-6_part_23_seg.npy,218,1
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,148,0
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,361,1
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,317,1
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,678,1
Small_images_Masks\238-1_part_1.png,Small_images_Masks\238-1_part_1_seg.npy,3,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,733,1
Small_images_Masks\238-1_part_12.png,Small_images_Masks\238-1_part_12_seg.npy,361,0
Small_images_Masks\238-6_part_21.png,Small_images_Masks\238-6_part_21_seg.npy,195,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,139,1
Small_images_Masks\259-1_part_14.png,Small_images_Masks\259-1_part_14_seg.npy,212,1
Small_images_Masks\238-2_part_16.png,Small_images_Masks\238-2_part_16_seg.npy,175,0
Small_images_Masks\238-3_part_5.png,Small_images_Masks\238-3_part_5_seg.npy,35,0
Small_images_Masks\238-2_part_11.png,Small_images_Masks\238-2_part_11_seg.npy,211,0
Small_images_Masks\238-4_part_8.png,Small_images_Masks\238-4_part_8_seg.npy,118,1
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,350,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,358,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,687,1
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,22,0
Small_images_Masks\238-1_part_2.png,Small_images_Masks\238-1_part_2_seg.npy,61,0
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,469,0
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,367,1
Small_images_Masks\259-1_part_8.png,Small_images_Masks\259-1_part_8_seg.npy,145,0
Small_images_Masks\238-3_part_20.png,Small_images_Masks\238-3_part_20_seg.npy,70,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,496,0
Small_images_Masks\238-1_part_20.png,Small_images_Masks\238-1_part_20_seg.npy,92,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,465,1
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,304,0
Small_images_Masks\218-6_part_16.png,Small_images_Masks\218-6_part_16_seg.npy,528,1
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,707,1
Small_images_Masks\259-1_part_14.png,Small_images_Masks\259-1_part_14_seg.npy,546,0
Small_images_Masks\259-1_part_7.png,Small_images_Masks\259-1_part_7_seg.npy,219,1
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,6,0
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,675,0
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,216,0
Small_images_Masks\238-4_part_2.png,Small_images_Masks\238-4_part_2_seg.npy,7,1
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,485,1
Small_images_Masks\249-3_part_25.png,Small_images_Masks\249-3_part_25_seg.npy,115,0
Small_images_Masks\249-1_part_22.png,Small_images_Masks\249-1_part_22_seg.npy,137,0
Small_images_Masks\238-2_part_9.png,Small_images_Masks\238-2_part_9_seg.npy,74,1
Small_images_Masks\249-4_part_3.png,Small_images_Masks\249-4_part_3_seg.npy,122,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,606,1
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,533,1
Small_images_Masks\238-3_part_1.png,Small_images_Masks\238-3_part_1_seg.npy,226,1
Small_images_Masks\238-1_part_22.png,Small_images_Masks\238-1_part_22_seg.npy,436,1
Small_images_Masks\249-3_part_20.png,Small_images_Masks\249-3_part_20_seg.npy,22,0
Small_images_Masks\238-3_part_13.png,Small_images_Masks\238-3_part_13_seg.npy,34,1
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,102,1
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,470,0
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,383,1
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,678,0
Small_images_Masks\218-4_part_11.png,Small_images_Masks\218-4_part_11_seg.npy,134,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,170,0
Small_images_Masks\218-4_part_4.png,Small_images_Masks\218-4_part_4_seg.npy,97,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,192,0
Small_images_Masks\238-4_part_14.png,Small_images_Masks\238-4_part_14_seg.npy,73,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,521,0
Small_images_Masks\259-1_part_6.png,Small_images_Masks\259-1_part_6_seg.npy,156,1
Small_images_Masks\238-1_part_23.png,Small_images_Masks\238-1_part_23_seg.npy,123,0
Small_images_Masks\218-5_part_4.png,Small_images_Masks\218-5_part_4_seg.npy,144,1
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,279,0
Small_images_Masks\249-1_part_6.png,Small_images_Masks\249-1_part_6_seg.npy,32,0
Small_images_Masks\238-3_part_17.png,Small_images_Masks\238-3_part_17_seg.npy,481,0
Small_images_Masks\218-4_part_16.png,Small_images_Masks\218-4_part_16_seg.npy,775,0
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,184,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,70,0
Small_images_Masks\249-1_part_1.png,Small_images_Masks\249-1_part_1_seg.npy,143,1
Small_images_Masks\238-6_part_18.png,Small_images_Masks\238-6_part_18_seg.npy,190,0
Small_images_Masks\238-1_part_12.png,Small_images_Masks\238-1_part_12_seg.npy,85,0
Small_images_Masks\238-4_part_17.png,Small_images_Masks\238-4_part_17_seg.npy,20,1
Small_images_Masks\238-6_part_18.png,Small_images_Masks\238-6_part_18_seg.npy,4,0
Small_images_Masks\259-1_part_25.png,Small_images_Masks\259-1_part_25_seg.npy,70,0
Small_images_Masks\238-1_part_3.png,Small_images_Masks\238-1_part_3_seg.npy,376,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,397,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,801,1
Small_images_Masks\218-5_part_20.png,Small_images_Masks\218-5_part_20_seg.npy,420,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,232,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,815,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,535,0
Small_images_Masks\238-3_part_4.png,Small_images_Masks\238-3_part_4_seg.npy,657,0
Small_images_Masks\238-1_part_15.png,Small_images_Masks\238-1_part_15_seg.npy,456,0
Small_images_Masks\249-1_part_21.png,Small_images_Masks\249-1_part_21_seg.npy,212,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,329,1
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,89,0
Small_images_Masks\218-4_part_3.png,Small_images_Masks\218-4_part_3_seg.npy,261,0
Small_images_Masks\249-2_part_19.png,Small_images_Masks\249-2_part_19_seg.npy,205,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,628,1
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,119,1
Small_images_Masks\218-6_part_21.png,Small_images_Masks\218-6_part_21_seg.npy,243,0
Small_images_Masks\218-6_part_18.png,Small_images_Masks\218-6_part_18_seg.npy,293,1
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,670,1
Small_images_Masks\218-4_part_1.png,Small_images_Masks\218-4_part_1_seg.npy,281,0
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,65,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,303,1
Small_images_Masks\259-1_part_19.png,Small_images_Masks\259-1_part_19_seg.npy,233,0
Small_images_Masks\249-4_part_12.png,Small_images_Masks\249-4_part_12_seg.npy,25,0
Small_images_Masks\238-6_part_6.png,Small_images_Masks\238-6_part_6_seg.npy,311,1
Small_images_Masks\259-1_part_3.png,Small_images_Masks\259-1_part_3_seg.npy,191,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,40,0
Small_images_Masks\238-3_part_19.png,Small_images_Masks\238-3_part_19_seg.npy,120,0
Small_images_Masks\249-1_part_20.png,Small_images_Masks\249-1_part_20_seg.npy,203,0
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,144,1
Small_images_Masks\249-1_part_18.png,Small_images_Masks\249-1_part_18_seg.npy,349,1
Small_images_Masks\238-2_part_9.png,Small_images_Masks\238-2_part_9_seg.npy,59,1
Small_images_Masks\259-1_part_4.png,Small_images_Masks\259-1_part_4_seg.npy,124,0
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,526,0
Small_images_Masks\238-1_part_15.png,Small_images_Masks\238-1_part_15_seg.npy,318,1
Small_images_Masks\238-3_part_5.png,Small_images_Masks\238-3_part_5_seg.npy,285,0
Small_images_Masks\238-2_part_4.png,Small_images_Masks\238-2_part_4_seg.npy,302,1
Small_images_Masks\238-2_part_6.png,Small_images_Masks\238-2_part_6_seg.npy,153,0
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,15,1
Small_images_Masks\238-2_part_9.png,Small_images_Masks\238-2_part_9_seg.npy,157,1
Small_images_Masks\238-4_part_14.png,Small_images_Masks\238-4_part_14_seg.npy,205,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,448,0
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,300,0
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,105,1
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,20,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,767,1
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,262,0
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,762,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,940,1
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,139,1
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,359,1
Small_images_Masks\238-3_part_4.png,Small_images_Masks\238-3_part_4_seg.npy,217,0
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,384,1
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,20,0
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,432,1
Small_images_Masks\238-1_part_25.png,Small_images_Masks\238-1_part_25_seg.npy,92,0
Small_images_Masks\238-4_part_13.png,Small_images_Masks\238-4_part_13_seg.npy,30,1
Small_images_Masks\218-6_part_11.png,Small_images_Masks\218-6_part_11_seg.npy,221,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,795,1
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,339,1
Small_images_Masks\218-6_part_5.png,Small_images_Masks\218-6_part_5_seg.npy,476,0
Small_images_Masks\249-1_part_24.png,Small_images_Masks\249-1_part_24_seg.npy,258,0
Small_images_Masks\249-1_part_21.png,Small_images_Masks\249-1_part_21_seg.npy,157,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,658,1
Small_images_Masks\238-1_part_6.png,Small_images_Masks\238-1_part_6_seg.npy,112,1
Small_images_Masks\238-2_part_23.png,Small_images_Masks\238-2_part_23_seg.npy,282,0
Small_images_Masks\249-2_part_22.png,Small_images_Masks\249-2_part_22_seg.npy,127,0
Small_images_Masks\249-3_part_23.png,Small_images_Masks\249-3_part_23_seg.npy,156,0
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,57,1
Small_images_Masks\249-3_part_7.png,Small_images_Masks\249-3_part_7_seg.npy,188,0
Small_images_Masks\238-6_part_23.png,Small_images_Masks\238-6_part_23_seg.npy,357,0
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,281,1
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,42,1
Small_images_Masks\238-6_part_5.png,Small_images_Masks\238-6_part_5_seg.npy,182,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,674,1
Small_images_Masks\218-6_part_16.png,Small_images_Masks\218-6_part_16_seg.npy,225,1
Small_images_Masks\238-1_part_20.png,Small_images_Masks\238-1_part_20_seg.npy,351,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,437,1
Small_images_Masks\249-1_part_16.png,Small_images_Masks\249-1_part_16_seg.npy,24,0
Small_images_Masks\259-1_part_5.png,Small_images_Masks\259-1_part_5_seg.npy,94,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,774,0
Small_images_Masks\249-3_part_14.png,Small_images_Masks\249-3_part_14_seg.npy,82,0
Small_images_Masks\238-5_part_19.png,Small_images_Masks\238-5_part_19_seg.npy,37,0
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,374,0
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,30,1
Small_images_Masks\238-6_part_16.png,Small_images_Masks\238-6_part_16_seg.npy,52,0
Small_images_Masks\249-2_part_6.png,Small_images_Masks\249-2_part_6_seg.npy,118,1
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,308,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,821,1
Small_images_Masks\238-6_part_12.png,Small_images_Masks\238-6_part_12_seg.npy,39,0
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,471,0
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,90,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,126,0
Small_images_Masks\249-2_part_15.png,Small_images_Masks\249-2_part_15_seg.npy,5,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,823,0
Small_images_Masks\238-3_part_12.png,Small_images_Masks\238-3_part_12_seg.npy,385,1
Small_images_Masks\238-1_part_21.png,Small_images_Masks\238-1_part_21_seg.npy,295,0
Small_images_Masks\218-6_part_1.png,Small_images_Masks\218-6_part_1_seg.npy,354,1
Small_images_Masks\238-3_part_4.png,Small_images_Masks\238-3_part_4_seg.npy,361,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,839,1
Small_images_Masks\238-6_part_9.png,Small_images_Masks\238-6_part_9_seg.npy,124,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,571,1
Small_images_Masks\218-4_part_19.png,Small_images_Masks\218-4_part_19_seg.npy,270,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,1024,1
Small_images_Masks\238-3_part_17.png,Small_images_Masks\238-3_part_17_seg.npy,162,0
Small_images_Masks\259-1_part_3.png,Small_images_Masks\259-1_part_3_seg.npy,321,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,59,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,896,1
Small_images_Masks\218-6_part_17.png,Small_images_Masks\218-6_part_17_seg.npy,194,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,614,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,663,0
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,896,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,20,1
Small_images_Masks\238-3_part_23.png,Small_images_Masks\238-3_part_23_seg.npy,244,0
Small_images_Masks\238-6_part_21.png,Small_images_Masks\238-6_part_21_seg.npy,146,0
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,244,0
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,407,0
Small_images_Masks\238-2_part_13.png,Small_images_Masks\238-2_part_13_seg.npy,18,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,695,1
Small_images_Masks\249-1_part_3.png,Small_images_Masks\249-1_part_3_seg.npy,335,0
Small_images_Masks\249-1_part_9.png,Small_images_Masks\249-1_part_9_seg.npy,94,0
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,258,1
Small_images_Masks\238-1_part_19.png,Small_images_Masks\238-1_part_19_seg.npy,287,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,974,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,651,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,723,1
Small_images_Masks\238-4_part_2.png,Small_images_Masks\238-4_part_2_seg.npy,61,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,570,1
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,783,0
Small_images_Masks\218-4_part_19.png,Small_images_Masks\218-4_part_19_seg.npy,311,1
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,24,1
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,83,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,768,1
Small_images_Masks\238-4_part_7.png,Small_images_Masks\238-4_part_7_seg.npy,18,0
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,83,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,826,1
Small_images_Masks\238-3_part_14.png,Small_images_Masks\238-3_part_14_seg.npy,144,0
Small_images_Masks\218-4_part_16.png,Small_images_Masks\218-4_part_16_seg.npy,33,1
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,19,0
Small_images_Masks\238-1_part_12.png,Small_images_Masks\238-1_part_12_seg.npy,138,1
Small_images_Masks\238-4_part_16.png,Small_images_Masks\238-4_part_16_seg.npy,48,0
Small_images_Masks\238-3_part_2.png,Small_images_Masks\238-3_part_2_seg.npy,250,1
Small_images_Masks\259-1_part_11.png,Small_images_Masks\259-1_part_11_seg.npy,142,0
Small_images_Masks\238-1_part_4.png,Small_images_Masks\238-1_part_4_seg.npy,383,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,429,0
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,182,0
Small_images_Masks\259-1_part_15.png,Small_images_Masks\259-1_part_15_seg.npy,388,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,866,1
Small_images_Masks\218-5_part_16.png,Small_images_Masks\218-5_part_16_seg.npy,822,0
Small_images_Masks\238-1_part_1.png,Small_images_Masks\238-1_part_1_seg.npy,29,1
Small_images_Masks\238-2_part_23.png,Small_images_Masks\238-2_part_23_seg.npy,244,0
Small_images_Masks\259-1_part_9.png,Small_images_Masks\259-1_part_9_seg.npy,9,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,392,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,162,1
Small_images_Masks\238-1_part_3.png,Small_images_Masks\238-1_part_3_seg.npy,401,0
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,717,0
Small_images_Masks\238-6_part_24.png,Small_images_Masks\238-6_part_24_seg.npy,154,0
Small_images_Masks\238-1_part_21.png,Small_images_Masks\238-1_part_21_seg.npy,458,0
Small_images_Masks\259-1_part_14.png,Small_images_Masks\259-1_part_14_seg.npy,210,1
Small_images_Masks\218-4_part_19.png,Small_images_Masks\218-4_part_19_seg.npy,44,1
Small_images_Masks\218-6_part_23.png,Small_images_Masks\218-6_part_23_seg.npy,577,0
Small_images_Masks\218-5_part_4.png,Small_images_Masks\218-5_part_4_seg.npy,22,0
Small_images_Masks\238-6_part_13.png,Small_images_Masks\238-6_part_13_seg.npy,168,1
Small_images_Masks\218-4_part_11.png,Small_images_Masks\218-4_part_11_seg.npy,455,1
Small_images_Masks\238-1_part_12.png,Small_images_Masks\238-1_part_12_seg.npy,73,0
Small_images_Masks\238-4_part_4.png,Small_images_Masks\238-4_part_4_seg.npy,34,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,887,1
Small_images_Masks\238-4_part_5.png,Small_images_Masks\238-4_part_5_seg.npy,119,0
Small_images_Masks\249-2_part_23.png,Small_images_Masks\249-2_part_23_seg.npy,4,0
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,23,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,297,1
Small_images_Masks\238-6_part_23.png,Small_images_Masks\238-6_part_23_seg.npy,281,0
Small_images_Masks\249-2_part_13.png,Small_images_Masks\249-2_part_13_seg.npy,93,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,586,1
Small_images_Masks\238-6_part_6.png,Small_images_Masks\238-6_part_6_seg.npy,35,1
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,517,0
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1058,1
Small_images_Masks\218-6_part_11.png,Small_images_Masks\218-6_part_11_seg.npy,743,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,847,1
Small_images_Masks\238-2_part_22.png,Small_images_Masks\238-2_part_22_seg.npy,42,0
Small_images_Masks\238-1_part_12.png,Small_images_Masks\238-1_part_12_seg.npy,251,1
Small_images_Masks\218-5_part_9.png,Small_images_Masks\218-5_part_9_seg.npy,276,1
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,76,1
